County,State,CBSA Code,CBSA Title,Latitude,Longitude
Rock County,Wisconsin,27500,"Janesville-Beloit, WI",42.6251506,-89.0179332
Rock Island County,Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",41.39982089999999,-90.563609
Rockdale County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.6752492,-84.0378894
Rockingham County,New Hampshire,14460,"Boston-Cambridge-Newton, MA-NH",42.9931261,-71.0497768
Rockingham County,North Carolina,24660,"Greensboro-High Point, NC",36.4335041,-79.8296743
Rockingham County,Virginia,25500,"Harrisonburg, VA",38.5825919,-78.8835548
Rockland County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.1489458,-73.98300290000002
Rockwall County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.8721646,-96.365157
Rogers County,Oklahoma,46140,"Tulsa, OK",36.3898068,-95.6457951
Rowan County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",35.6303455,-80.54384499999999
Rusk County,Texas,30980,"Longview, TX",32.1741887,-94.81059549999999
Russell County,Alabama,17980,"Columbus, GA-AL",32.3552497,-85.1894045
Rutherford County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.7724263,-86.3376761
Sabana Grande Municipio,Puerto Rico,41900,"San Germán, PR",18.0777392,-66.9604549
Sacramento County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA",38.47467,-121.3541631
Sagadahoc County,Maine,38860,"Portland-South Portland, ME",43.8171265,-69.7825531
Saginaw County,Michigan,40980,"Saginaw, MI",43.4044253,-84.01674229999999
Salem city,Virginia,40220,"Roanoke, VA",37.2934681,-80.05476259999999
Salem County,New Jersey,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.5848777,-75.3878525
Saline County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",34.5708215,-92.539603
Salt Lake County,Utah,41620,"Salt Lake City, UT",40.644188,-111.9522491
Saluda County,South Carolina,17900,"Columbia, SC",34.008713,-81.73494199999999
San Benito County,California,41940,"San Jose-Sunnyvale-Santa Clara, CA",36.5760883,-120.9876321
San Bernardino County,California,40140,"Riverside-San Bernardino-Ontario, CA",34.9592083,-116.419389
San Diego County,California,41740,"San Diego-Carlsbad, CA",32.7157305,-117.1610966
San Francisco County,California,41860,"San Francisco-Oakland-Hayward, CA",37.7749295,-122.4194155
San Germán Municipio,Puerto Rico,41900,"San Germán, PR",18.0807082,-67.0411096
San Joaquin County,California,44700,"Stockton-Lodi, CA",37.9175935,-121.1710389
San Juan County,New Mexico,22140,"Farmington, NM",36.3882439,-108.2377519
San Juan Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4655394,-66.1057355
San Lorenzo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.189402,-65.9609971
San Luis Obispo County,California,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",35.3102296,-120.4357631
San Mateo County,California,41860,"San Francisco-Oakland-Hayward, CA",37.4337342,-122.4014193
San Patricio County,Texas,18580,"Corpus Christi, TX",27.9999695,-97.5247243
San Sebastián Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.3354756,-66.9946787
Sandoval County,New Mexico,10740,"Albuquerque, NM",35.6020667,-106.7234639
Sangamon County,Illinois,44100,"Springfield, IL",39.7337353,-89.62516459999999
Santa Barbara County,California,42200,"Santa Maria-Santa Barbara, CA",34.4208321,-119.6982057
Santa Clara County,California,41940,"San Jose-Sunnyvale-Santa Clara, CA",37.3336581,-121.8907041
Santa Cruz County,California,42100,"Santa Cruz-Watsonville, CA",37.0453988,-121.9579578
Santa Fe County,New Mexico,42140,"Santa Fe, NM",35.3653705,-105.9699878
Santa Rosa County,Florida,37860,"Pensacola-Ferry Pass-Brent, FL",30.7689907,-86.9824288
Sarasota County,Florida,35840,"North Port-Sarasota-Bradenton, FL",27.1995986,-82.34518899999999
Saratoga County,New York,10580,"Albany-Schenectady-Troy, NY",43.0324245,-73.93598209999999
Sarpy County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA",41.0744042,-96.19513200000002
Saunders County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA",41.168563,-96.663812
Schenectady County,New York,10580,"Albany-Schenectady-Troy, NY",42.8493445,-73.98300290000002
Schoharie County,New York,10580,"Albany-Schenectady-Troy, NY",42.65503349999999,-74.4994517
Scott County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.6834072,-93.54079089999999
Scott County,Indiana,31140,"Louisville/Jefferson County, KY-IN",38.7008005,-85.7256372
Scott County,Iowa,19340,"Davenport-Moline-Rock Island, IA-IL",41.6393199,-90.6393702
Scott County,Virginia,28700,"Kingsport-Bristol-Bristol, TN-VA",36.6815794,-82.605118
Scott County,Kentucky,30460,"Lexington-Fayette, KY",38.3172361,-84.56414699999999
Sebastian County,Arkansas,22900,"Fort Smith, AR-OK",35.2260397,-94.315422
Sedgwick County,Kansas,48620,"Wichita, KS",37.6537367,-97.5247243
Seminole County,Florida,36740,"Orlando-Kissimmee-Sanford, FL",28.7131688,-81.20781640000001
Sequatchie County,Tennessee,16860,"Chattanooga, TN-GA",35.3469428,-85.39627689999999
Sequoyah County,Oklahoma,22900,"Fort Smith, AR-OK",35.5155322,-94.7691586
Seward County,Nebraska,30700,"Lincoln, NE",40.9078649,-97.0984646
Shasta County,California,39820,"Redding, CA",40.7908864,-121.8474493
Shawnee County,Kansas,45820,"Topeka, KS",39.0928449,-95.81428849999999
Sheboygan County,Wisconsin,43100,"Sheboygan, WI",43.6895227,-87.6186379
Shelby County,Alabama,13820,"Birmingham-Hoover, AL",33.3039292,-86.6611083
Shelby County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN",39.4952877,-85.84862360000001
Shelby County,Tennessee,32820,"Memphis, TN-MS-AR",35.1268552,-89.9253233
Shelby County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.1778076,-85.2308414
Sherburne County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.4644612,-93.7298983
Sibley County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.5502089,-94.15137639999999
Simpson County,Mississippi,27140,"Jackson, MS",31.9017736,-89.9253233
Sioux County,North Dakota,13900,"Bismarck, ND",46.0512004,-101.1175392
Skagit County,Washington,34580,"Mount Vernon-Anacortes, WA",48.4241961,-121.7114362
Skamania County,Washington,38900,"Portland-Vancouver-Hillsboro, OR-WA",45.9428524,-121.8962257
Smith County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.2388468,-85.971322
Smith County,Texas,46340,"Tyler, TX",32.3352505,-95.3102505
Snohomish County,Washington,42660,"Seattle-Tacoma-Bellevue, WA",48.0329979,-121.8339472
Solano County,California,46700,"Vallejo-Fairfield, CA",38.3104969,-121.9017954
Somerset County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.5292099,-74.64004320000001
Somerset County,Maryland,41540,"Salisbury, MD-DE",38.0862333,-75.8533954
Somervell County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.2547696,-97.7416703
Sonoma County,California,42220,"Santa Rosa, CA",38.5779555,-122.9888319
Spalding County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.2636732,-84.3121264
Spartanburg County,South Carolina,43900,"Spartanburg, SC",34.860551,-81.9534815
Spencer County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.0123167,-85.31362179999999
Spokane County,Washington,44060,"Spokane-Spokane Valley, WA",47.65869300000001,-117.4225481
Spotsylvania County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.204165,-77.6077865
St. Bernard Parish,Louisiana,35380,"New Orleans-Metairie, LA",29.879791,-89.3226954
St. Charles County,Missouri,41180,"St. Louis, MO-IL",38.7338885,-90.8294002
St. Charles Parish,Louisiana,35380,"New Orleans-Metairie, LA",29.9273657,-90.3371889
St. Clair County,Alabama,13820,"Birmingham-Hoover, AL",33.6530112,-86.3376761
St. Clair County,Michigan,19820,"Detroit-Warren-Dearborn, MI",43.016179,-82.6483442
St. Clair County,Illinois,41180,"St. Louis, MO-IL",38.40081199999999,-89.9253233
St. Croix County,Wisconsin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.0497844,-92.3875695
St. Helena Parish,Louisiana,12940,"Baton Rouge, LA",30.8021866,-90.6773046
St. James Parish,Louisiana,35380,"New Orleans-Metairie, LA",30.0179292,-90.7913227
St. John the Baptist Parish,Louisiana,35380,"New Orleans-Metairie, LA",30.1118331,-90.4879916
St. Johns County,Florida,27260,"Jacksonville, FL",29.9719419,-81.42789839999999
St. Joseph County,Indiana,43780,"South Bend-Mishawaka, IN-MI",41.6228085,-86.3376761
St. Louis city,Missouri,41180,"St. Louis, MO-IL",38.6270025,-90.19940419999999
St. Louis County,Minnesota,20260,"Duluth, MN-WI",47.7395106,-92.3623921
St. Louis County,Missouri,41180,"St. Louis, MO-IL",38.6103023,-90.4125181
St. Lucie County,Florida,38940,"Port St. Lucie, FL",27.3225563,-80.54384499999999
St. Martin Parish,Louisiana,29180,"Lafayette, LA",30.2395901,-91.7538817
St. Mary's County,Maryland,15680,"California-Lexington Park, MD",38.1060259,-76.3637285
St. Tammany Parish,Louisiana,35380,"New Orleans-Metairie, LA",30.4357418,-89.9253233
Stafford County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.4334566,-77.4242972
Stanislaus County,California,33700,"Modesto, CA",37.5090711,-120.9876321
Stark County,Ohio,15940,"Canton-Massillon, OH",40.8684676,-81.2518833
Stark County,Illinois,37900,"Peoria, IL",41.0795661,-89.81303559999999
Staunton city,Virginia,44420,"Staunton-Waynesboro, VA",38.149576,-79.0716958
Stearns County,Minnesota,41060,"St. Cloud, MN",45.5844792,-94.5865603
Stevens County,Washington,44060,"Spokane-Spokane Valley, WA",48.4558249,-117.9059909
Stokes County,North Carolina,49180,"Winston-Salem, NC",36.4244396,-80.23213129999999
Storey County,Nevada,39900,"Reno, NV",39.4089847,-119.5571677
Story County,Iowa,11180,"Ames, IA",42.1040438,-93.5003454
Strafford County,New Hampshire,14460,"Boston-Cambridge-Newton, MA-NH",43.238329,-71.0236044
Suffolk city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.7282054,-76.5835621
Suffolk County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH",42.3522866,-71.0504229
Suffolk County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.9848784,-72.61511689999999
Sullivan County,Indiana,45460,"Terre Haute, IN",39.08431220000001,-87.42075179999999
Sullivan County,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA",36.4933147,-82.34518899999999
Summit County,Ohio,10420,"Akron, OH",41.0918991,-81.5596427
Sumner County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.4718084,-86.49965460000001
Sumner County,Kansas,48620,"Wichita, KS",37.2236052,-97.6114217
Sumter County,South Carolina,44940,"Sumter, SC",33.9123048,-80.4103957
Sumter County,Florida,45540,"The Villages, FL",28.6747526,-82.08429009999999
Sussex County,Delaware,41540,"Salisbury, MD-DE",38.65308410000001,-75.4344727
Sussex County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.1288481,-74.6868815
Sussex County,Virginia,40060,"Richmond, VA",36.9058167,-77.2405153
Sutter County,California,49700,"Yuba City, CA",39.0219764,-121.6739371
Tangipahoa Parish,Louisiana,25220,"Hammond, LA",30.6194521,-90.37483540000001
Tarrant County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",32.7732044,-97.35165579999999
Tate County,Mississippi,32820,"Memphis, TN-MS-AR",34.6413971,-89.9626799
Taylor County,Texas,10180,"Abilene, TX",32.2455088,-99.8124935
Tazewell County,Illinois,37900,"Peoria, IL",40.5522078,-89.4742177
Teller County,Colorado,17820,"Colorado Springs, CO",38.86115789999999,-105.1726816
Terrebonne Parish,Louisiana,26380,"Houma-Thibodaux, LA",29.2299682,-90.7532809
Terrell County,Georgia,10500,"Albany, GA",31.7370079,-84.4802606
Thurston County,Washington,36500,"Olympia-Tumwater, WA",46.8645747,-122.7695986
Tioga County,New York,13780,"Binghamton, NY",42.1256317,-76.3637285
Tippecanoe County,Indiana,29200,"Lafayette-West Lafayette, IN",40.34697310000001,-86.8220341
Tipton County,Tennessee,32820,"Memphis, TN-MS-AR",35.5217179,-89.7379958
Toa Alta Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3882823,-66.2482237
Toa Baja Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4444709,-66.2543293
Tolland County,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",41.8418987,-72.37846789999999
Tom Green County,Texas,41660,"San Angelo, TX",31.3839017,-100.439656
Tompkins County,New York,27060,"Ithaca, NY",42.4575747,-76.5488232
Tooele County,Utah,41620,"Salt Lake City, UT",40.507092,-113.0011989
Torrance County,New Mexico,10740,"Albuquerque, NM",34.6784317,-105.9699878
Travis County,Texas,12420,"Austin-Round Rock, TX",30.2097015,-97.69822719999999
Trigg County,Kentucky,17300,"Clarksville, TN-KY",36.8473642,-87.77633329999999
Trimble County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",38.6013284,-85.31362179999999
Trousdale County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.396385,-86.15482689999999
Trujillo Alto Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.3546719,-66.0073876
Trumbull County,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA",41.3064984,-80.7214417
Tulare County,California,47300,"Visalia-Porterville, CA",36.1341739,-118.8596804
Tulsa County,Oklahoma,46140,"Tulsa, OK",36.1593471,-95.94097099999999
Tunica County,Mississippi,32820,"Memphis, TN-MS-AR",34.6407083,-90.4125181
Turner County,South Dakota,43620,"Sioux Falls, SD",43.3355563,-97.179026
Tuscaloosa County,Alabama,46220,"Tuscaloosa, AL",33.3227653,-87.460397
Twiggs County,Georgia,31420,"Macon-Bibb County, GA",32.68356,-83.46435509999999
Ulster County,New York,28740,"Kingston, NY",41.8586493,-74.3118212
Unicoi County,Tennessee,27740,"Johnson City, TN",36.073032,-82.5185837
Union County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA",40.6595001,-74.2883536
Union County,South Carolina,43900,"Spartanburg, SC",34.6612778,-81.6035062
Union County,South Dakota,43580,"Sioux City, IA-NE-SD",42.8621348,-96.7065914
Union County,Ohio,18140,"Columbus, OH",40.36163820000001,-83.33618799999999
Union County,Indiana,17140,"Cincinnati, OH-KY-IN",39.6637751,-84.8984775
Union County,Tennessee,28940,"Knoxville, TN",36.3194272,-83.804868
Union County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",34.9338651,-80.54384499999999
Union Parish,Louisiana,33740,"Monroe, LA",32.7859102,-92.38136209999999
Upshur County,Texas,30980,"Longview, TX",32.7099747,-94.976654
Utah County,Utah,39340,"Provo-Orem, UT",40.0966287,-111.5706786
Utuado Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR",18.2655095,-66.70045189999999
Valencia County,New Mexico,10740,"Albuquerque, NM",34.6743674,-106.6291304
Van Buren County,Michigan,28020,"Kalamazoo-Portage, MI",42.2459665,-86.0121573
Vanderburgh County,Indiana,21780,"Evansville, IN-KY",38.0806099,-87.5791287
Vega Alta Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4121703,-66.33128049999999
Vega Baja Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.4461459,-66.4041967
Ventura County,California,37100,"Oxnard-Thousand Oaks-Ventura, CA",34.3704884,-119.1390642
Vermilion County,Illinois,19180,"Danville, IL",40.122469,-87.697554
Vermilion Parish,Louisiana,29180,"Lafayette, LA",29.8601413,-92.38136209999999
Vermillion County,Indiana,45460,"Terre Haute, IN",39.8512139,-87.48020679999999
Victoria County,Texas,47020,"Victoria, TX",28.7712909,-97.0068393
Vigo County,Indiana,45460,"Terre Haute, IN",39.4165382,-87.42075179999999
Villalba Municipio,Puerto Rico,38660,"Ponce, PR",18.1271824,-66.4921164
Virginia Beach city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8529263,-75.97798499999999
Volusia County,Florida,19660,"Deltona-Daytona Beach-Ormond Beach, FL",29.0279842,-81.0754657
Wabasha County,Minnesota,40340,"Rochester, MN",44.3020812,-92.2236667
Wabaunsee County,Kansas,45820,"Topeka, KS",38.9092089,-96.15269850000001
Wagoner County,Oklahoma,46140,"Tulsa, OK",35.91923970000001,-95.51973939999999
Wake County,North Carolina,39580,"Raleigh, NC",35.8031909,-78.5660852
Wakulla County,Florida,45220,"Tallahassee, FL",30.1301689,-84.3542049
Walker County,Alabama,13820,"Birmingham-Hoover, AL",33.8563605,-87.30161319999999
Walker County,Georgia,16860,"Chattanooga, TN-GA",34.6858231,-85.35496499999999
Walla Walla County,Washington,47460,"Walla Walla, WA",46.23698419999999,-118.5854769
Waller County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX",29.9751629,-96.02557379999999
Walton County,Florida,18880,"Crestview-Fort Walton Beach-Destin, FL",30.56401989999999,-86.17517590000001
Walton County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA",33.7708613,-83.7199136
Warren County,New Jersey,10900,"Allentown-Bethlehem-Easton, PA-NJ",40.8841854,-74.92087719999999
Warren County,New York,24020,"Glens Falls, NY",43.6078891,-73.7477857
Warren County,Ohio,17140,"Cincinnati, OH-KY-IN",39.4241422,-84.1857115
Warren County,Iowa,19780,"Des Moines-West Des Moines, IA",41.30805489999999,-93.5003454
Warren County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.9331749,-78.24761459999999
Warren County,Missouri,41180,"St. Louis, MO-IL",38.7313284,-91.13530200000001
Warren County,Kentucky,14540,"Bowling Green, KY",36.9886043,-86.49965460000001
Warrick County,Indiana,21780,"Evansville, IN-KY",38.0736703,-87.2618328
Washington County,Rhode Island,39300,"Providence-Warwick, RI-MA",41.45681130000001,-71.6673352
Washington County,Maryland,25180,"Hagerstown-Martinsburg, MD-WV",39.641762,-77.719993
Washington County,Utah,41100,"St. George, UT",37.3224877,-113.4776098
Washington County,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA",45.5469616,-123.1386021
Washington County,New York,24020,"Glens Falls, NY",43.2519472,-73.37086959999999
Washington County,Pennsylvania,38300,"Pittsburgh, PA",40.1367719,-80.1875065
Washington County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI",43.3932586,-88.24611829999999
Washington County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO",35.9307703,-94.15137639999999
Washington County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",44.8896877,-92.8577105
Washington County,Indiana,31140,"Louisville/Jefferson County, KY-IN",38.6744747,-86.17517590000001
Washington County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA",41.5541889,-96.19513200000002
Washington County,Tennessee,27740,"Johnson City, TN",36.3321016,-82.5185837
Washington County,Iowa,26980,"Iowa City, IA",41.3477966,-91.7538817
Washington County,Virginia,28700,"Kingsport-Bristol-Bristol, TN-VA",36.7678354,-81.9534815
Washoe County,Nevada,39900,"Reno, NV",40.5608387,-119.6035495
Washtenaw County,Michigan,11460,"Ann Arbor, MI",42.3076493,-83.8473015
Waukesha County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI",43.0072599,-88.32393090000001
Wayne County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",38.1598501,-82.4752757
Wayne County,New York,40380,"Rochester, NY",43.2020024,-77.010385
Wayne County,Michigan,19820,"Detroit-Warren-Dearborn, MI",42.2790746,-83.33618799999999
Wayne County,North Carolina,24140,"Goldsboro, NC",35.3565499,-77.973865
Waynesboro city,Virginia,44420,"Staunton-Waynesboro, VA",38.0684692,-78.8894682
Webb County,Texas,29700,"Laredo, TX",27.8174487,-99.0128926
Weber County,Utah,36260,"Ogden-Clearfield, UT",41.2602635,-111.9522491
Webster County,Missouri,44180,"Springfield, MO",37.3483339,-92.8577105
Webster Parish,Louisiana,43340,"Shreveport-Bossier City, LA",32.7641355,-93.33889169999999
Weld County,Colorado,24540,"Greeley, CO",40.3920718,-104.7158226
Wells County,Indiana,23060,"Fort Wayne, IN",40.7778348,-85.1894045
West Baton Rouge Parish,Louisiana,12940,"Baton Rouge, LA",30.4751202,-91.3276422
West Feliciana Parish,Louisiana,12940,"Baton Rouge, LA",30.8423123,-91.4048249
Westchester County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",41.1220194,-73.7948516
Westmoreland County,Pennsylvania,38300,"Pittsburgh, PA",40.2353963,-79.4703885
Whatcom County,Washington,13380,"Bellingham, WA",48.8787167,-121.9718658
Whitfield County,Georgia,19140,"Dalton, GA",34.8033566,-84.981754
Whitley County,Indiana,23060,"Fort Wayne, IN",41.1136133,-85.52002399999999
Wichita County,Texas,48660,"Wichita Falls, TX",33.9309651,-98.7481167
Wicomico County,Maryland,41540,"Salisbury, MD-DE",38.3941813,-75.667356
Will County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",41.5054724,-88.0900762
Williamsburg city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.2707022,-76.7074571
Williamson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.9179271,-86.86218269999999
Williamson County,Illinois,16060,"Carbondale-Marion, IL",37.7183241,-88.86469799999999
Williamson County,Texas,12420,"Austin-Round Rock, TX",30.7591685,-97.69822719999999
Wilson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.1626241,-86.2970998
Wilson County,Texas,41700,"San Antonio-New Braunfels, TX",29.2683783,-98.04651849999999
Winchester city,Virginia,49020,"Winchester, VA-WV",39.1856597,-78.1633341
Windham County,Connecticut,49340,"Worcester, MA-CT",41.8275622,-72.0468164
Winnebago County,Wisconsin,36780,"Oshkosh-Neenah, WI",44.0126679,-88.7108964
Winnebago County,Illinois,40420,"Rockford, IL",42.3121109,-89.1705998
Wirt County,West Virginia,37620,"Parkersburg-Vienna, WV",39.04360930000001,-81.38393260000001
Wise County,Texas,19100,"Dallas-Fort Worth-Arlington, TX",33.2895861,-97.69822719999999
Wood County,West Virginia,37620,"Parkersburg-Vienna, WV",39.2154345,-81.47183869999999
Wood County,Ohio,45780,"Toledo, OH",41.34784579999999,-83.67739279999999
Woodbury County,Iowa,43580,"Sioux City, IA-NE-SD",42.3166158,-95.9832577
Woodford County,Illinois,37900,"Peoria, IL",40.7128889,-89.1705998
Woodford County,Kentucky,30460,"Lexington-Fayette, KY",38.0721662,-84.7315563
Worcester County,Massachusetts,49340,"Worcester, MA-CT",42.4096528,-71.8571331
Worcester County,Maryland,41540,"Salisbury, MD-DE",38.1584227,-75.4344727
Worth County,Georgia,10500,"Albany, GA",31.5282489,-83.8897057
Wright County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45.1538202,-94.01909429999999
Wyandotte County,Kansas,28140,"Kansas City, MO-KS",39.0986811,-94.7691586
Wyoming County,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA",41.5004703,-76.0391909
Yabucoa Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR",18.0505201,-65.8793288
Yadkin County,North Carolina,49180,"Winston-Salem, NC",36.2023597,-80.6770787
Yakima County,Washington,49420,"Yakima, WA",46.543606,-120.7558291
Yamhill County,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA",45.1771983,-123.2395303
Yates County,New York,40380,"Rochester, NY",42.64308459999999,-77.1485163
Yauco Municipio,Puerto Rico,38660,"Ponce, PR",18.034964,-66.84989829999999
Yavapai County,Arizona,39140,"Prescott, AZ",34.6463981,-112.4291464
Yazoo County,Mississippi,27140,"Jackson, MS",32.8078912,-90.37483540000001
Yellowstone County,Montana,13740,"Billings, MT",45.78565769999999,-108.4343805
Yolo County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA",38.7646021,-121.9017954
York County,Maine,38860,"Portland-South Portland, ME",43.4132697,-70.6702521
York County,South Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC",34.9871367,-81.2518833
York County,Pennsylvania,49620,"York-Hanover, PA",39.9512496,-76.7336521
York County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37.2103925,-76.3868797
Yuba County,California,49700,"Yuba City, CA",39.2547027,-121.3998995
Yuma County,Arizona,49740,"Yuma, AZ",32.6527533,-113.9536466
