CBSA,City,County,State
32020,"Marion, OH",Marion County,Ohio
32060,"Marion-Herrin, IL",Williamson County,Illinois
32100,"Marquette, MI",Marquette County,Michigan
32140,"Marshall, MN",Lyon County,Minnesota
32180,"Marshall, MO",Saline County,Missouri
32220,"Marshall, TX",Harrison County,Texas
32260,"Marshalltown, IA",Marshall County,Iowa
32270,"Marshfield-Wisconsin Rapids, WI",Wood County,Wisconsin
32280,"Martin, TN",Weakley County,Tennessee
32300,"Martinsville, VA",Henry County,Virginia
32300,"Martinsville, VA",Martinsville city,Virginia
32340,"Maryville, MO",Nodaway County,Missouri
32380,"Mason City, IA",Cerro Gordo County,Iowa
32380,"Mason City, IA",Worth County,Iowa
32420,"Mayagüez, PR",Hormigueros Municipio,Puerto Rico
32420,"Mayagüez, PR",Mayagüez Municipio,Puerto Rico
32460,"Mayfield, KY",Graves County,Kentucky
32500,"Maysville, KY",Lewis County,Kentucky
32500,"Maysville, KY",Mason County,Kentucky
32540,"McAlester, OK",Pittsburg County,Oklahoma
32580,"McAllen-Edinburg-Mission, TX",Hidalgo County,Texas
32620,"McComb, MS",Amite County,Mississippi
32620,"McComb, MS",Pike County,Mississippi
32660,"McMinnville, TN",Warren County,Tennessee
32700,"McPherson, KS",McPherson County,Kansas
32740,"Meadville, PA",Crawford County,Pennsylvania
32780,"Medford, OR",Jackson County,Oregon
32820,"Memphis, TN-MS-AR",Crittenden County,Arkansas
32820,"Memphis, TN-MS-AR",DeSoto County,Mississippi
32820,"Memphis, TN-MS-AR",Marshall County,Mississippi
32820,"Memphis, TN-MS-AR",Tate County,Mississippi
32820,"Memphis, TN-MS-AR",Tunica County,Mississippi
32820,"Memphis, TN-MS-AR",Fayette County,Tennessee
32820,"Memphis, TN-MS-AR",Shelby County,Tennessee
32820,"Memphis, TN-MS-AR",Tipton County,Tennessee
32860,"Menomonie, WI",Dunn County,Wisconsin
32900,"Merced, CA",Merced County,California
32940,"Meridian, MS",Clarke County,Mississippi
32940,"Meridian, MS",Kemper County,Mississippi
32940,"Meridian, MS",Lauderdale County,Mississippi
32980,"Merrill, WI",Lincoln County,Wisconsin
33020,"Mexico, MO",Audrain County,Missouri
33060,"Miami, OK",Ottawa County,Oklahoma
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,Florida
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,Florida
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,Florida
33140,"Michigan City-La Porte, IN",LaPorte County,Indiana
33180,"Middlesborough, KY",Bell County,Kentucky
33220,"Midland, MI",Midland County,Michigan
33260,"Midland, TX",Midland County,Texas
33300,"Milledgeville, GA",Baldwin County,Georgia
33300,"Milledgeville, GA",Hancock County,Georgia
33340,"Milwaukee-Waukesha-West Allis, WI",Milwaukee County,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Ozaukee County,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Washington County,Wisconsin
33340,"Milwaukee-Waukesha-West Allis, WI",Waukesha County,Wisconsin
33380,"Minden, LA",Webster Parish,Louisiana
33420,"Mineral Wells, TX",Palo Pinto County,Texas
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Isanti County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Sherburne County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Wright County,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Pierce County,Wisconsin
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",St. Croix County,Wisconsin
33500,"Minot, ND",McHenry County,North Dakota
33500,"Minot, ND",Renville County,North Dakota
33500,"Minot, ND",Ward County,North Dakota
33540,"Missoula, MT",Missoula County,Montana
33580,"Mitchell, SD",Davison County,South Dakota
33580,"Mitchell, SD",Hanson County,South Dakota
33620,"Moberly, MO",Randolph County,Missouri
33660,"Mobile, AL",Mobile County,Alabama
33700,"Modesto, CA",Stanislaus County,California
33740,"Monroe, LA",Ouachita Parish,Louisiana
33740,"Monroe, LA",Union Parish,Louisiana
33780,"Monroe, MI",Monroe County,Michigan
33820,"Monroe, WI",Green County,Wisconsin
33860,"Montgomery, AL",Autauga County,Alabama
33860,"Montgomery, AL",Elmore County,Alabama
33860,"Montgomery, AL",Lowndes County,Alabama
33860,"Montgomery, AL",Montgomery County,Alabama
33940,"Montrose, CO",Montrose County,Colorado
33980,"Morehead City, NC",Carteret County,North Carolina
34020,"Morgan City, LA",St. Mary Parish,Louisiana
34060,"Morgantown, WV",Monongalia County,West Virginia
34060,"Morgantown, WV",Preston County,West Virginia
34100,"Morristown, TN",Grainger County,Tennessee
34100,"Morristown, TN",Hamblen County,Tennessee
34100,"Morristown, TN",Jefferson County,Tennessee
34140,"Moscow, ID",Latah County,Idaho
34180,"Moses Lake, WA",Grant County,Washington
34220,"Moultrie, GA",Colquitt County,Georgia
34260,"Mountain Home, AR",Baxter County,Arkansas
34300,"Mountain Home, ID",Elmore County,Idaho
34340,"Mount Airy, NC",Surry County,North Carolina
34380,"Mount Pleasant, MI",Isabella County,Michigan
34420,"Mount Pleasant, TX",Titus County,Texas
34460,"Mount Sterling, KY",Bath County,Kentucky
34460,"Mount Sterling, KY",Menifee County,Kentucky
34460,"Mount Sterling, KY",Montgomery County,Kentucky
34500,"Mount Vernon, IL",Hamilton County,Illinois
34500,"Mount Vernon, IL",Jefferson County,Illinois
34540,"Mount Vernon, OH",Knox County,Ohio
34580,"Mount Vernon-Anacortes, WA",Skagit County,Washington
34620,"Muncie, IN",Delaware County,Indiana
34660,"Murray, KY",Calloway County,Kentucky
34700,"Muscatine, IA",Louisa County,Iowa
34700,"Muscatine, IA",Muscatine County,Iowa
34740,"Muskegon-Norton Shores, MI",Muskegon County,Michigan
34780,"Muskogee, OK",Muskogee County,Oklahoma
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Horry County,South Carolina
34860,"Nacogdoches, TX",Nacogdoches County,Texas
34900,"Napa, CA",Napa County,California
34940,"Naples-Marco Island, FL",Collier County,Florida
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Cannon County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Cheatham County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Dickson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Hickman County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Macon County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Smith County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Trousdale County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,Tennessee
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,Tennessee
35020,"Natchez, MS-LA",Concordia Parish,Louisiana
35020,"Natchez, MS-LA",Adams County,Mississippi
35060,"Natchitoches, LA",Natchitoches Parish,Louisiana
35100,"New Bern, NC",Craven County,North Carolina
35100,"New Bern, NC",Jones County,North Carolina
35100,"New Bern, NC",Pamlico County,North Carolina
35140,"Newberry, SC",Newberry County,South Carolina
35220,"New Castle, IN",Henry County,Indiana
35260,"New Castle, PA",Lawrence County,Pennsylvania
35300,"New Haven-Milford, CT",New Haven County,Connecticut
35340,"New Iberia, LA",Iberia Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",Jefferson Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",Orleans Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",Plaquemines Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",St. Bernard Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",St. Charles Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",St. John the Baptist Parish,Louisiana
35380,"New Orleans-Metairie-Kenner, LA",St. Tammany Parish,Louisiana
35420,"New Philadelphia-Dover, OH",Tuscarawas County,Ohio
35460,"Newport, TN",Cocke County,Tennessee
35500,"Newton, IA",Jasper County,Iowa
35580,"New Ulm, MN",Brown County,Minnesota
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Bergen County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Essex County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Hudson County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Hunterdon County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Middlesex County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Monmouth County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Morris County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Ocean County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Passaic County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Somerset County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Sussex County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Union County,New Jersey
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Bronx County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Kings County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nassau County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",New York County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Putnam County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Queens County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Richmond County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Rockland County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Suffolk County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Westchester County,New York
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Pike County,Pennsylvania
35660,"Niles-Benton Harbor, MI",Berrien County,Michigan
35700,"Nogales, AZ",Santa Cruz County,Arizona
35740,"Norfolk, NE",Madison County,Nebraska
35740,"Norfolk, NE",Pierce County,Nebraska
35740,"Norfolk, NE",Stanton County,Nebraska
35820,"North Platte, NE",Lincoln County,Nebraska
35820,"North Platte, NE",Logan County,Nebraska
35820,"North Platte, NE",McPherson County,Nebraska
35840,"North Port-Bradenton-Sarasota, FL",Manatee County,Florida
35840,"North Port-Bradenton-Sarasota, FL",Sarasota County,Florida
35860,"North Vernon, IN",Jennings County,Indiana
35900,"North Wilkesboro, NC",Wilkes County,North Carolina
35940,"Norwalk, OH",Huron County,Ohio
35980,"Norwich-New London, CT",New London County,Connecticut
36020,"Oak Harbor, WA",Island County,Washington
36060,"Oak Hill, WV",Fayette County,West Virginia
36100,"Ocala, FL",Marion County,Florida
36140,"Ocean City, NJ",Cape May County,New Jersey
36180,"Ocean Pines, MD",Worcester County,Maryland
36220,"Odessa, TX",Ector County,Texas
36260,"Ogden-Clearfield, UT",Davis County,Utah
36260,"Ogden-Clearfield, UT",Morgan County,Utah
36260,"Ogden-Clearfield, UT",Weber County,Utah
36300,"Ogdensburg-Massena, NY",St. Lawrence County,New York
36340,"Oil City, PA",Venango County,Pennsylvania
36380,"Okeechobee, FL",Okeechobee County,Florida
36420,"Oklahoma City, OK",Canadian County,Oklahoma
36420,"Oklahoma City, OK",Cleveland County,Oklahoma
36420,"Oklahoma City, OK",Grady County,Oklahoma
36420,"Oklahoma City, OK",Lincoln County,Oklahoma
36420,"Oklahoma City, OK",Logan County,Oklahoma
36420,"Oklahoma City, OK",McClain County,Oklahoma
36420,"Oklahoma City, OK",Oklahoma County,Oklahoma
36460,"Olean, NY",Cattaraugus County,New York
36500,"Olympia, WA",Thurston County,Washington
36540,"Omaha-Council Bluffs, NE-IA",Harrison County,Iowa
36540,"Omaha-Council Bluffs, NE-IA",Mills County,Iowa
36540,"Omaha-Council Bluffs, NE-IA",Pottawattamie County,Iowa
36540,"Omaha-Council Bluffs, NE-IA",Cass County,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Douglas County,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Sarpy County,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Saunders County,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Washington County,Nebraska
36580,"Oneonta, NY",Otsego County,New York
36620,"Ontario, OR-ID",Payette County,Idaho
36620,"Ontario, OR-ID",Malheur County,Oregon
36660,"Opelousas-Eunice, LA",St. Landry Parish,Louisiana
36700,"Orangeburg, SC",Orangeburg County,South Carolina
36740,"Orlando-Kissimmee-Sanford, FL",Lake County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Orange County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Osceola County,Florida
36740,"Orlando-Kissimmee-Sanford, FL",Seminole County,Florida
36780,"Oshkosh-Neenah, WI",Winnebago County,Wisconsin
36820,"Oskaloosa, IA",Mahaska County,Iowa
36860,"Ottawa-Streator, IL",Bureau County,Illinois
36860,"Ottawa-Streator, IL",LaSalle County,Illinois
36860,"Ottawa-Streator, IL",Putnam County,Illinois
36900,"Ottumwa, IA",Wapello County,Iowa
36940,"Owatonna, MN",Steele County,Minnesota
36980,"Owensboro, KY",Daviess County,Kentucky
36980,"Owensboro, KY",Hancock County,Kentucky
36980,"Owensboro, KY",McLean County,Kentucky
37020,"Owosso, MI",Shiawassee County,Michigan
37060,"Oxford, MS",Lafayette County,Mississippi
37100,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,California
37140,"Paducah, KY-IL",Massac County,Illinois
37140,"Paducah, KY-IL",Ballard County,Kentucky
37140,"Paducah, KY-IL",Livingston County,Kentucky
37140,"Paducah, KY-IL",McCracken County,Kentucky
37220,"Pahrump, NV",Nye County,Nevada
37260,"Palatka, FL",Putnam County,Florida
37300,"Palestine, TX",Anderson County,Texas
37340,"Palm Bay-Melbourne-Titusville, FL",Brevard County,Florida
37380,"Palm Coast, FL",Flagler County,Florida
37420,"Pampa, TX",Gray County,Texas
37420,"Pampa, TX",Roberts County,Texas
37460,"Panama City-Lynn Haven-Panama City Beach, FL",Bay County,Florida
37500,"Paragould, AR",Greene County,Arkansas
37540,"Paris, TN",Henry County,Tennessee
37580,"Paris, TX",Lamar County,Texas
37620,"Parkersburg-Marietta-Vienna, WV-OH",Washington County,Ohio
37620,"Parkersburg-Marietta-Vienna, WV-OH",Pleasants County,West Virginia
37620,"Parkersburg-Marietta-Vienna, WV-OH",Wirt County,West Virginia
37620,"Parkersburg-Marietta-Vienna, WV-OH",Wood County,West Virginia
37660,"Parsons, KS",Labette County,Kansas
37700,"Pascagoula, MS",George County,Mississippi
37700,"Pascagoula, MS",Jackson County,Mississippi
37740,"Payson, AZ",Gila County,Arizona
37780,"Pecos, TX",Reeves County,Texas
37800,"Pella, IA",Marion County,Iowa
37820,"Pendleton-Hermiston, OR",Morrow County,Oregon
37820,"Pendleton-Hermiston, OR",Umatilla County,Oregon
37860,"Pensacola-Ferry Pass-Brent, FL",Escambia County,Florida
37860,"Pensacola-Ferry Pass-Brent, FL",Santa Rosa County,Florida
37900,"Peoria, IL",Marshall County,Illinois
37900,"Peoria, IL",Peoria County,Illinois
37900,"Peoria, IL",Stark County,Illinois
37900,"Peoria, IL",Tazewell County,Illinois
37900,"Peoria, IL",Woodford County,Illinois
37940,"Peru, IN",Miami County,Indiana
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,Delaware
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,Maryland
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,Pennsylvania
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,Pennsylvania
38020,"Phoenix Lake-Cedar Ridge, CA",Tuolumne County,California
38060,"Phoenix-Mesa-Glendale, AZ",Maricopa County,Arizona
38060,"Phoenix-Mesa-Glendale, AZ",Pinal County,Arizona
38100,"Picayune, MS",Pearl River County,Mississippi
38180,"Pierre, SD",Hughes County,South Dakota
38180,"Pierre, SD",Stanley County,South Dakota
38200,"Pierre Part, LA",Assumption Parish,Louisiana
38220,"Pine Bluff, AR",Cleveland County,Arkansas
38220,"Pine Bluff, AR",Jefferson County,Arkansas
38220,"Pine Bluff, AR",Lincoln County,Arkansas
38260,"Pittsburg, KS",Crawford County,Kansas
38300,"Pittsburgh, PA",Allegheny County,Pennsylvania
38300,"Pittsburgh, PA",Armstrong County,Pennsylvania
38300,"Pittsburgh, PA",Beaver County,Pennsylvania
38300,"Pittsburgh, PA",Butler County,Pennsylvania
38300,"Pittsburgh, PA",Fayette County,Pennsylvania
38300,"Pittsburgh, PA",Washington County,Pennsylvania
38300,"Pittsburgh, PA",Westmoreland County,Pennsylvania
38340,"Pittsfield, MA",Berkshire County,Massachusetts
38380,"Plainview, TX",Hale County,Texas
38420,"Platteville, WI",Grant County,Wisconsin
38460,"Plattsburgh, NY",Clinton County,New York
38500,"Plymouth, IN",Marshall County,Indiana
38540,"Pocatello, ID",Bannock County,Idaho
38540,"Pocatello, ID",Power County,Idaho
38580,"Point Pleasant, WV-OH",Gallia County,Ohio
38580,"Point Pleasant, WV-OH",Mason County,West Virginia
38620,"Ponca City, OK",Kay County,Oklahoma
38660,"Ponce, PR",Juana Díaz Municipio,Puerto Rico
38660,"Ponce, PR",Ponce Municipio,Puerto Rico
38660,"Ponce, PR",Villalba Municipio,Puerto Rico
38700,"Pontiac, IL",Livingston County,Illinois
38740,"Poplar Bluff, MO",Butler County,Missouri
38780,"Portales, NM",Roosevelt County,New Mexico
38820,"Port Angeles, WA",Clallam County,Washington
38860,"Portland-South Portland-Biddeford, ME",Cumberland County,Maine
38860,"Portland-South Portland-Biddeford, ME",Sagadahoc County,Maine
38860,"Portland-South Portland-Biddeford, ME",York County,Maine
38900,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Columbia County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,Oregon
38900,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,Washington
38900,"Portland-Vancouver-Hillsboro, OR-WA",Skamania County,Washington
38940,"Port St. Lucie, FL",Martin County,Florida
38940,"Port St. Lucie, FL",St. Lucie County,Florida
39020,"Portsmouth, OH",Scioto County,Ohio
39060,"Pottsville, PA",Schuylkill County,Pennsylvania
39100,"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County,New York
39100,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,New York
39140,"Prescott, AZ",Yavapai County,Arizona
39220,"Price, UT",Carbon County,Utah
39260,"Prineville, OR",Crook County,Oregon
39300,"Providence-New Bedford-Fall River, RI-MA",Bristol County,Massachusetts
39300,"Providence-New Bedford-Fall River, RI-MA",Bristol County,Rhode Island
39300,"Providence-New Bedford-Fall River, RI-MA",Kent County,Rhode Island
39300,"Providence-New Bedford-Fall River, RI-MA",Newport County,Rhode Island
39300,"Providence-New Bedford-Fall River, RI-MA",Providence County,Rhode Island
39300,"Providence-New Bedford-Fall River, RI-MA",Washington County,Rhode Island
39340,"Provo-Orem, UT",Juab County,Utah
39340,"Provo-Orem, UT",Utah County,Utah
39380,"Pueblo, CO",Pueblo County,Colorado
39420,"Pullman, WA",Whitman County,Washington
39460,"Punta Gorda, FL",Charlotte County,Florida
39500,"Quincy, IL-MO",Adams County,Illinois
39500,"Quincy, IL-MO",Lewis County,Missouri
39540,"Racine, WI",Racine County,Wisconsin
39580,"Raleigh-Cary, NC",Franklin County,North Carolina
39580,"Raleigh-Cary, NC",Johnston County,North Carolina
39580,"Raleigh-Cary, NC",Wake County,North Carolina
39660,"Rapid City, SD",Meade County,South Dakota
39660,"Rapid City, SD",Pennington County,South Dakota
39700,"Raymondville, TX",Willacy County,Texas
39740,"Reading, PA",Berks County,Pennsylvania
39780,"Red Bluff, CA",Tehama County,California
39820,"Redding, CA",Shasta County,California
39860,"Red Wing, MN",Goodhue County,Minnesota
39900,"Reno-Sparks, NV",Storey County,Nevada
39900,"Reno-Sparks, NV",Washoe County,Nevada
39940,"Rexburg, ID",Fremont County,Idaho
39940,"Rexburg, ID",Madison County,Idaho
39980,"Richmond, IN",Wayne County,Indiana
40060,"Richmond, VA",Amelia County,Virginia
40060,"Richmond, VA",Caroline County,Virginia
40060,"Richmond, VA",Charles City County,Virginia
40060,"Richmond, VA",Chesterfield County,Virginia
40060,"Richmond, VA",Cumberland County,Virginia
40060,"Richmond, VA",Dinwiddie County,Virginia
40060,"Richmond, VA",Goochland County,Virginia
40060,"Richmond, VA",Hanover County,Virginia
40060,"Richmond, VA",Henrico County,Virginia
40060,"Richmond, VA",King and Queen County,Virginia
40060,"Richmond, VA",King William County,Virginia
40060,"Richmond, VA",Louisa County,Virginia
40060,"Richmond, VA",New Kent County,Virginia
40060,"Richmond, VA",Powhatan County,Virginia
40060,"Richmond, VA",Prince George County,Virginia
40060,"Richmond, VA",Sussex County,Virginia
40060,"Richmond, VA",Colonial Heights city,Virginia
40060,"Richmond, VA",Hopewell city,Virginia
40060,"Richmond, VA",Petersburg city,Virginia
40060,"Richmond, VA",Richmond city,Virginia
40080,"Richmond-Berea, KY",Madison County,Kentucky
40080,"Richmond-Berea, KY",Rockcastle County,Kentucky
40100,"Rio Grande City-Roma, TX",Starr County,Texas
40140,"Riverside-San Bernardino-Ontario, CA",Riverside County,California
40140,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,California
40180,"Riverton, WY",Fremont County,Wyoming
40220,"Roanoke, VA",Botetourt County,Virginia
40220,"Roanoke, VA",Craig County,Virginia
40220,"Roanoke, VA",Franklin County,Virginia
40220,"Roanoke, VA",Roanoke County,Virginia
40220,"Roanoke, VA",Roanoke city,Virginia
40220,"Roanoke, VA",Salem city,Virginia
40260,"Roanoke Rapids, NC",Halifax County,North Carolina
40260,"Roanoke Rapids, NC",Northampton County,North Carolina
40300,"Rochelle, IL",Ogle County,Illinois
40340,"Rochester, MN",Dodge County,Minnesota
40340,"Rochester, MN",Olmsted County,Minnesota
40340,"Rochester, MN",Wabasha County,Minnesota
40380,"Rochester, NY",Livingston County,New York
40380,"Rochester, NY",Monroe County,New York
40380,"Rochester, NY",Ontario County,New York
40380,"Rochester, NY",Orleans County,New York
40380,"Rochester, NY",Wayne County,New York
40420,"Rockford, IL",Boone County,Illinois
40420,"Rockford, IL",Winnebago County,Illinois
40460,"Rockingham, NC",Richmond County,North Carolina
40500,"Rockland, ME",Knox County,Maine
40540,"Rock Springs, WY",Sweetwater County,Wyoming
40580,"Rocky Mount, NC",Edgecombe County,North Carolina
40580,"Rocky Mount, NC",Nash County,North Carolina
40620,"Rolla, MO",Phelps County,Missouri
40660,"Rome, GA",Floyd County,Georgia
40700,"Roseburg, OR",Douglas County,Oregon
40740,"Roswell, NM",Chaves County,New Mexico
40760,"Ruidoso, NM",Lincoln County,New Mexico
40780,"Russellville, AR",Pope County,Arkansas
40780,"Russellville, AR",Yell County,Arkansas
40820,"Ruston, LA",Jackson Parish,Louisiana
40820,"Ruston, LA",Lincoln Parish,Louisiana
40860,"Rutland, VT",Rutland County,Vermont
40900,"Sacramento--Arden-Arcade--Roseville, CA",El Dorado County,California
40900,"Sacramento--Arden-Arcade--Roseville, CA",Placer County,California
40900,"Sacramento--Arden-Arcade--Roseville, CA",Sacramento County,California
40900,"Sacramento--Arden-Arcade--Roseville, CA",Yolo County,California
40940,"Safford, AZ",Graham County,Arizona
40940,"Safford, AZ",Greenlee County,Arizona
40980,"Saginaw-Saginaw Township North, MI",Saginaw County,Michigan
41060,"St. Cloud, MN",Benton County,Minnesota
41060,"St. Cloud, MN",Stearns County,Minnesota
41100,"St. George, UT",Washington County,Utah
41140,"St. Joseph, MO-KS",Doniphan County,Kansas
41140,"St. Joseph, MO-KS",Andrew County,Missouri
41140,"St. Joseph, MO-KS",Buchanan County,Missouri
41140,"St. Joseph, MO-KS",DeKalb County,Missouri
41180,"St. Louis, MO-IL",Bond County,Illinois
41180,"St. Louis, MO-IL",Calhoun County,Illinois
41180,"St. Louis, MO-IL",Clinton County,Illinois
41180,"St. Louis, MO-IL",Jersey County,Illinois
41180,"St. Louis, MO-IL",Macoupin County,Illinois
41180,"St. Louis, MO-IL",Madison County,Illinois
41180,"St. Louis, MO-IL",Monroe County,Illinois
41180,"St. Louis, MO-IL",St. Clair County,Illinois
41180,"St. Louis, MO-IL",Franklin County,Missouri
41180,"St. Louis, MO-IL",Jefferson County,Missouri
41180,"St. Louis, MO-IL",Lincoln County,Missouri
41180,"St. Louis, MO-IL",St. Charles County,Missouri
41180,"St. Louis, MO-IL",St. Louis County,Missouri
41180,"St. Louis, MO-IL",Warren County,Missouri
41180,"St. Louis, MO-IL",Washington County,Missouri
41180,"St. Louis, MO-IL",St. Louis city,Missouri
41220,"St. Marys, GA",Camden County,Georgia
41260,"St. Marys, PA",Elk County,Pennsylvania
41420,"Salem, OR",Marion County,Oregon
41420,"Salem, OR",Polk County,Oregon
41460,"Salina, KS",Ottawa County,Kansas
41460,"Salina, KS",Saline County,Kansas
41500,"Salinas, CA",Monterey County,California
41540,"Salisbury, MD",Somerset County,Maryland
41540,"Salisbury, MD",Wicomico County,Maryland
41580,"Salisbury, NC",Rowan County,North Carolina
41620,"Salt Lake City, UT",Salt Lake County,Utah
41620,"Salt Lake City, UT",Summit County,Utah
41620,"Salt Lake City, UT",Tooele County,Utah
41660,"San Angelo, TX",Irion County,Texas
41660,"San Angelo, TX",Tom Green County,Texas
41700,"San Antonio-New Braunfels, TX",Atascosa County,Texas
41700,"San Antonio-New Braunfels, TX",Bandera County,Texas
41700,"San Antonio-New Braunfels, TX",Bexar County,Texas
41700,"San Antonio-New Braunfels, TX",Comal County,Texas
41700,"San Antonio-New Braunfels, TX",Guadalupe County,Texas
